Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0019836;Curso Coolhunting: cacería y análisis de tendencias para la innovación - Segunda promoción;6/07/2019;1/05/2019;1;0;71;2;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'coolhunting.'];68000;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;1;30/04/2019;2/11/2018;6.49
CUR-0019837;Taller Illustrator básico. Herramientas gráficas para no diseñadores_Segunda Promoción;13/08/2019;1/06/2019;1;0;84;4;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'curso de illustrator.'];62500;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;1;31/05/2019;3/12/2018;6.15
CUR-0019838;Taller Periodismo escrito para no periodistas;2/03/2019;1/01/2019;0;0;109;17;['Cursos de periodismo', 'comunicación social y periodismo', 'periodismo Colombia', 'periodismo escrito'];48000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/12/2018;5/07/2018;2.0
CUR-0019839;Curso Diseño de información para contar historias;8/08/2019;1/06/2019;0;0;84;20;['Cursos de periodismo', 'comunicación social y periodismo', 'periodismo Colombia', 'comunicacion visual'];48000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/05/2019;3/12/2018;3.23
CUR-0019840;Curso Introducción al análisis de datos para la toma de decisiones;19/02/2019;1/12/2018;0;0;138;5;['Cursos de finanzas', 'Cursos de economía', 'Economia financiera'];79500;Actualización Profesional;ECONOMIA;Presencial;1;30/11/2018;4/06/2018;4.25
CUR-0019842;Curso Economía y Finanzas para Directivos;8/04/2019;1/02/2019;0;0;99;5;['curso de finanzas', 'cursos financieros', 'cursos de economía'];86666.67;Actualización Profesional;ECONOMIA;Presencial;0;31/01/2019;5/08/2018;3.57
CUR-0019843;Taller de experimentos espectaculares para niños: Geobiología;16/03/2019;1/01/2019;1;0;109;6;['Clases de ciencia', 'Ciencias aplicadas', 'física y matemática', 'organismos minerales.'];55000;Niños y Jóvenes;CIENCIAS;Presencial;1;31/12/2018;5/07/2018;4.18
CUR-0019845;Curso Diseño para la transformación social;3/07/2019;1/05/2019;1;0;71;2;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'entornos vulnerables.'];77333.33;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;1;30/04/2019;2/11/2018;6.49
CUR-0019909;Curso Evaluación de política pública: microeconometría aplicada;30/04/2019;1/02/2019;1;0;99;5;['Cursos de finanzas', 'Cursos de economía', 'Economia financiera'];63000;Actualización Profesional;ECONOMIA;Presencial;0;31/01/2019;5/08/2018;5.66
CUR-0019910;Programa en Gestión cultural y negocios de la música;2/03/2019;1/01/2019;1;1;109;17;['cursos de música', 'clases de música para niños', 'academia de música', 'emprendimiento cultural'];40500;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/12/2018;5/07/2018;3.67
CUR-0019913;Curso Marketing cultural para artistas músicos y creadores.;6/05/2019;1/03/2019;1;0;96;17;['cursos de música', 'clases de música para niños', 'academia de música', 'marketing cultural.'];45000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;28/02/2019;2/09/2018;3.86
CUR-0019914;Curso Negocios de la música;1/06/2019;1/04/2019;1;0;89;17;['cursos de música', 'clases de música para niños', 'academia de música', 'proyectos musicales.'];45000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/03/2019;3/10/2018;4.26
CUR-0019916;Curso Marketing digital para negocios musicales;10/08/2019;1/06/2019;1;0;84;20;['cursos de música', 'clases de música para niños', 'academia de música', 'estrategias para redes sociales.'];45000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/05/2019;3/12/2018;4.48
CUR-0019917;Taller Ética en la empresa: cómo tomar decisiones difíciles_Segunda promoción;9/04/2019;1/02/2019;1;0;99;2;['Ética profesional', 'Ética aplicada', 'Ética para la vida cotidiana', 'ética empresarial.'];62000;Actualización Profesional;CENTRO DE ETICA APLICADA;Presencial;1;31/01/2019;5/08/2018;3.18
CUR-0019918;Taller Actividad física, cuidado del cuerpo y formación ética_Segunda promoción;4/05/2019;1/03/2019;1;0;96;0;['Ética profesional', 'Ética aplicada', 'Ética para la vida cotidiana', 'atividad física.'];43800;Actualización Profesional;CENTRO DE ETICA APLICADA;Presencial;0;28/02/2019;2/09/2018;3.13
CUR-0019920;Curso Dirección jurídica de empresas;26/04/2019;1/02/2019;0;0;99;17;['Cursos de derecho', 'derecho laboral', 'leyes colombia', 'Dirección jurídica'];65720;Actualización Profesional;DERECHO;Presencial;0;31/01/2019;5/08/2018;4.73
CUR-0020049;Curso Integrated Project Delivery y Building Information Modeling (BIM);1/03/2019;1/01/2019;0;0;109;23;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'BIM.'];80652.17;Actualización Profesional;INGENIERIA;Presencial;1;31/12/2018;5/07/2018;3.1
CUR-0020241;Curso Contribuciones del pensamiento japonés al siglo XXI;4/05/2019;1/03/2019;1;0;96;2;['historia del japon', 'clases de japonés', 'japón historia', 'filosofía japonesa.'];43872.22;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;1;28/02/2019;2/09/2018;2.55
CUR-0020241;Curso Contribuciones del pensamiento japonés al siglo XXI;4/05/2019;1/03/2019;1;0;96;2;['historia del japon', 'clases de japonés', 'japón historia', 'filosofía japonesa.'];43872.22;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;1;28/02/2019;2/09/2018;2.55
CUR-0020305;Taller Diseño de edificios con Python: ambiente de Rhino y Grasshopper;7/05/2019;1/03/2019;1;0;96;3;['Arquietectura moderna', 'diseño y arquitectura', 'cursos de arquitectura', 'diseño de edificios'];67500;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;0;28/02/2019;2/09/2018;4.75
CUR-0020308;Taller Mindfulness para la vida cotidiana: herramientas para estar en el presente_2da Promoción;5/03/2019;1/01/2019;1;0;109;15;['Psicología social', 'cursos de psicología', 'psicología educativa', 'mindfulness'];57240;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;1;31/12/2018;5/07/2018;4.68
CUR-0020374;Taller práctico Assessment Center: herramientas para la evaluación de competencias y toma de decisiones_2da Promoción.;4/05/2019;1/03/2019;1;0;96;11;['Psicología social', 'cursos de psicología', 'psicología educativa', 'assessment center'];58300;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;28/02/2019;2/09/2018;4.48
CUR-0020375;Curso Coolhunting: proyecto de innovación a partir de tendencias.;24/08/2019;1/06/2019;1;0;84;4;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'cool hunting.'];68000;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;1;31/05/2019;3/12/2018;6.15
CUR-0021262;Curso Actualización en tributación: Ley 1943 del 2018 y su contexto;18/03/2019;1/01/2019;1;0;109;17;['Cursos de derecho', 'derecho laboral', 'leyes colombia', 'Tributación'];75142.86;Actualización Profesional;DERECHO;Presencial;1;31/12/2018;5/07/2018;6.28
CUR-0021263;Curso Astrofotografía - Una perspectiva práctica;4/05/2019;1/03/2019;1;0;96;3;['Clases de ciencia', 'Ciencias aplicadas', 'física y matemática', 'astrofotografía.'];47916.67;Artes, Ciencias y Humanidades;CIENCIAS;Presencial;1;28/02/2019;2/09/2018;3.58
CUR-0021398;Curso Gerencia de Proyectos. Un enfoque integral - modalidad blended;3/05/2019;1/03/2019;0;0;96;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'gerencia de proyectos.'];80555.56;Actualización Profesional;INGENIERIA;Semipresencial / Blended;1;28/02/2019;2/09/2018;3.2
CUR-0021463;Curso de Soporte Vital Básico – BLS (Basic Life Support);16/02/2019;1/12/2018;0;0;138;10;['cursos de medicina', 'medicina alternativa', 'medicina tradicional', 'reanimación.'];70000;Actualización Profesional;MEDICINA;Presencial;0;30/11/2018;4/06/2018;3.93
CUR-0021464;Curso de Soporte Vital Avanzado ACLS (Advanced Cardiovascular Life Support);16/02/2019;1/12/2018;0;0;138;10;['cursos de medicina', 'medicina alternativa', 'medicina tradicional', 'soporte vital.'];48666.67;Actualización Profesional;MEDICINA;Presencial;0;30/11/2018;4/06/2018;3.93
CUR-0021465;Curso Aproximación teórico-práctica a la terapia dialéctico comportamental;4/05/2019;1/03/2019;1;0;96;11;['Psicología social', 'cursos de psicología', 'psicología educativa', 'terapia dialectico comportamental'];58300;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;28/02/2019;2/09/2018;3.61
CUR-0021466;User Experience for Company Leadership;9/10/2019;1/08/2019;1;0;147;7;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'lidrazgo.'];68750;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;0;31/07/2019;2/02/2019;4.68
CUR-0021467;Curso Ambientes de aprendizaje invertido mediados por tecnología;12/08/2019;1/06/2019;0;0;84;1;['educación continua', 'educación formal', 'cursos de educación', 'aprendizaje invertido.'];62041.67;Actualización Profesional;EDUCACION;Semipresencial / Blended;0;31/05/2019;3/12/2018;3.37
CUR-0021850;Curso Direccionamiento estratégico de tecnologías digitales para educación superior;28/08/2019;1/06/2019;0;0;84;1;['educación continua', 'educación formal', 'cursos de educación', 'direccionamiento estratégico.'];70833.33;Actualización Profesional;EDUCACION;Semipresencial / Blended;0;31/05/2019;3/12/2018;3.37
CUR-0022297;Curso Yoga para la salud y el bienestar;17/05/2019;1/03/2019;0;0;96;9;['Yoga', 'Cursos presenciales medicina', 'medicina interna', 'diplomado en medicina', 'diplomados presenciales en medicina', 'oferta cursos medicina'];53125;Desarrollo Personal;MEDICINA;Presencial;1;28/02/2019;2/09/2018;4.41
CUR-0022300;Taller Mindfulness para la vida cotidiana: herramientas para estar en el presente_3era Promoción;14/03/2019;1/01/2019;1;0;109;15;['Psicología social', 'cursos de psicología', 'psicología educativa'];57240;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;1;31/12/2018;5/07/2018;4.93
CUR-0022363;Curso Herramientas filosóficas para el cuidado y el autoconocimiento_ Segunda promoción;31/08/2019;1/06/2019;1;0;84;10;['Filosofia moderna', 'cursos de filosofia', 'historia de la filosofia', 'autoconocimiento.'];43879.58;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;1;31/05/2019;3/12/2018;3.48
CUR-0022426;Curso Periodismo, poder y política;15/07/2019;1/05/2019;1;0;71;7;['ciencias politicas y económicas', 'clases de ciencias políticas', 'ciencias económicas', 'pensamiento crítico.'];55120;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/04/2019;2/11/2018;2.0
CUR-0022427;Programa Profesionales® en Técnicas anatómicas y herramientas en educación e investigación en anatomía;10/06/2019;1/04/2019;1;0;89;9;['cursos de medicina', 'medicina alternativa', 'medicina tradicional', 'técnicas anatómicas.'];39500;Actualización Profesional;MEDICINA;Semipresencial / Blended;1;31/03/2019;3/10/2018;2.95
CUR-0022867;Curso Marketing Analytics;4/06/2019;1/04/2019;0;0;89;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'big data.'];106944.44;Actualización Profesional;INGENIERIA;Presencial;1;31/03/2019;3/10/2018;3.36
CUR-0023055;Curso Diseño de Sistemas de Drenaje Urbano Sostenible (SUDS): Aspectos Básicos;10/05/2019;1/03/2019;0;0;96;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Drenaje urbano.'];84375;Actualización Profesional;INGENIERIA;Presencial;0;28/02/2019;2/09/2018;3.2
CUR-0023056;Curso Innovación de productos y servicios impulsados por la marca_2da Promoción;22/05/2019;1/03/2019;1;0;96;3;['Clases de diseño', 'diseño gráfico', 'cursos de diseño', 'innovación.'];63000;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;0;28/02/2019;2/09/2018;4.76
CUR-0023120;Curso La Rusia de ayer y de hoy: historia, cultura y política;29/05/2019;1/03/2019;1;0;96;11;['Sociología', 'ciencias Sociales', 'economía como ciencia', 'historia Rusa.'];43875;Artes, Ciencias y Humanidades;CIENCIAS SOCIALES;Presencial;1;28/02/2019;2/09/2018;5.38
CUR-0023183;Taller de Preparación para el TOEFL y el IELTS 201919_Décima séptima promoción.;4/06/2019;1/04/2019;1;0;89;9;['idiomas', 'lengua española', 'cultura y sociedad', 'toefl.'];52500;Lenguas;CIENCIAS SOCIALES;Presencial;0;31/03/2019;3/10/2018;6.93
CUR-0023185;Taller Coaching educativo_Quinta Promoción.;29/06/2019;1/04/2019;1;0;89;9;['Psicología social', 'cursos de psicología', 'psicología educativa', 'coaching'];57935.63;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/03/2019;3/10/2018;5.98
CUR-0023186;Escuela de verano para jóvenes 2019;17/06/2019;1/04/2019;1;1;89;0;['Escuela de verano', 'clases para jóvenes', 'escuela de verano Uniandes', 'Educación Continua'];34285.71;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;4.78
CUR-0023187;Curso Building Information Modeling (BIM) para proyectos de construcción;22/05/2019;1/03/2019;1;0;96;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'BIM.'];86206.9;En Sede Caribe - Cartagena;INGENIERIA;Presencial;1;28/02/2019;2/09/2018;3.2
CUR-0023188;Programa Beca Liderazgo x Bogotá 2019;14/03/2019;1/01/2019;1;1;109;0;['Escuela de Gobierno Alberto Lleras Camargo', 'sistema  de salud'];57692.31;Actualización Profesional;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Presencial;0;31/12/2018;5/07/2018;2.79
CUR-0023190;Curso Edición genética, sistemas de información biomédica y big data: nuevos desafíos éticos y jurídicos para América Latina;20/09/2019;1/07/2019;1;0;127;2;['Ética profesional', 'Ética aplicada', 'Ética para la vida cotidiana', 'investigación biomédica.'];103125;Actualización Profesional;CENTRO DE ETICA APLICADA;Presencial;1;30/06/2019;2/01/2019;2.43
CUR-0023194;Curso Economía de los recursos naturales y del medio ambiente: aplicaciones y política;4/06/2019;1/04/2019;0;0;89;5;['Economía colombiana', 'curso de economía uniandes', 'fundamentos de economía', 'ciencias económicas', 'economía naranja'];63043.48;Actualización Profesional;ECONOMIA;Presencial;0;31/03/2019;3/10/2018;3.93
CUR-0023195;Escuela de verano para jóvenes 2019 - Administración + Contaduría + Economía A / Ciencias Sociales;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;1.34
CUR-0023196;Course Managing Innovative Teams;23/06/2019;1/04/2019;1;1;89;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Strategic Thinking.'];33782.05;Actualización Profesional;INGENIERIA;Presencial;1;31/03/2019;3/10/2018;3.36
CUR-0023260;Escuela de verano para jóvenes 2019 - Administración + Contaduría + Economía A / Artes y Humanidades;17/06/2019;1/04/2019;1;1;89;0;['Escuela de verano', 'clases para jóvenes', 'escuela de verano Uniandes', 'Educación Continua'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;4.78
CUR-0023261;Escuela de verano para jóvenes 2019 - Administración + Contaduría + Economía A / Ciencias;17/06/2019;1/04/2019;1;1;89;0;['Escuela de verano', 'clases para jóvenes', 'escuela de verano Uniandes', 'Educación Continua'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;4.78
CUR-0023262;Escuela de verano para jóvenes 2019 - Administración + Contaduría + Economía A / Arquitectura & Diseño;17/06/2019;1/04/2019;1;1;89;0;['Escuela de verano', 'clases para jóvenes', 'escuela de verano Uniandes', 'Educación Continua'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;4.78
CUR-0023263;Escuela de verano para jóvenes 2019 - Ingeniería / Administración + Contaduría + Economía B;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;1;31/03/2019;3/10/2018;1.34
CUR-0023264;Escuela de verano para jóvenes 2019 - Ingeniería / Ciencias Sociales;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;1.34
CUR-0023265;Escuela de verano para jóvenes 2019 - Ingeniería / Artes y Humanidades;17/06/2019;1/04/2019;1;1;89;0;['Escuela de verano', 'clases para jóvenes', 'escuela de verano Uniandes', 'Educación Continua'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;0;31/03/2019;3/10/2018;4.78
CUR-0023266;Escuela de verano para jóvenes 2019 - Ingeniería / Ciencias;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;1;31/03/2019;3/10/2018;1.34
CUR-0023267;Escuela de verano para jóvenes 2019 - Ingeniería / Arquitectura & Diseño;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;1;31/03/2019;3/10/2018;1.34
CUR-0023268;Escuela de verano para jóvenes 2019 - Gobierno + Derecho + Ciencia Política / Administración + Contaduría + Economía B;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;1;31/03/2019;3/10/2018;1.34
CUR-0023269;Escuela de verano para jóvenes 2019 - Gobierno + Derecho + Ciencia Política / Ciencias Sociales;17/06/2019;1/04/2019;1;1;89;0;['escuela de verano', 'escuela de verano economía uniandes', 'cursos verano uniandes', 'curso de verano para jóvenes', 'curso de verano medicina', 'curso de verano administración'];35294.12;Niños y Jóvenes;DIRECCION DE EDUCACION CONTINUA;Presencial;1;31/03/2019;3/10/2018;1.34
